# Fix print output for fix output
2793000 0.00287302    -8.89581e-06 -0.000500263
2794000 0.00032874    -0.00315258 0.0275623
2795000 0.000399322    0.00807312 0.0100572
2796000 -0.00155473    0.0124921 -0.00503742
2797000 0.000372871    0.0194033 0.00358145
2798000 0.000565566    0.00777247 0.00922459
2799000 0.00297423    -3.55538e-05 0.0132036
2800000 -0.000792088    0.00315091 0.00522984
2801000 0.000578308    -0.00401401 0.00707409
2802000 0.000999285    0.00515674 -0.00136274
2803000 3.09936e-05    0.000362085 0.00242624
2804000 0.000203865    -0.00438933 0.0144335
2805000 -0.000669973    0.00162354 -0.00771034
2806000 -0.0010407    0.00951749 0.00998501
2807000 -0.00126456    0.000408569 0.0190249
2808000 0.000193086    0.0122441 0.0158447
2809000 -0.00190224    -0.00182424 -0.00557946
2810000 0.000126124    0.0029587 0.0248174
2811000 0.0028868    0.0130467 0.00897399
2812000 -0.0016848    -0.00124699 0.0187814
2813000 0.000164415    0.00173864 -0.00878695
2814000 -0.00105935    0.00665995 0.0119134
2815000 -0.00175789    -0.00687068 0.0103611
2816000 -0.000491529    -0.000458751 -0.00748658
2817000 0.00114421    0.00826155 0.00947574
2818000 0.000674731    0.0039824 0.00290129
2819000 0.000369741    0.00064288 -0.00229706
2820000 -0.000940388    -0.00228158 0.00373685
2821000 -0.00180381    0.00761104 0.000712902
2822000 -0.00048622    0.00199763 0.00105255
2823000 -0.00225268    0.00683833 -0.00191734
2824000 0.00222868    0.00155782 -0.00152686
2825000 -0.00267223    0.0018859 0.010565
2826000 0.00152156    0.00312932 0.0100491
2827000 0.000321314    0.0121424 0.0223217
2828000 -0.00181489    0.0128731 0.030773
2829000 0.000179286    0.0163832 0.0129513
2830000 -0.000742467    0.0208217 0.010192
2831000 -0.00149344    0.0172151 0.01917
2832000 -0.00128607    -0.00191742 0.0167835
2833000 0.00105057    0.002879 0.000713846
2834000 -0.000299874    -0.000937937 0.0101228
2835000 -0.000117271    0.0109042 0.00574098
2836000 0.000364675    0.00858233 0.000869873
2837000 -0.000342908    0.00967698 0.000607261
2838000 0.00126969    -0.0045117 0.00162377
2839000 -0.00189461    0.0233443 0.00628529
2840000 -3.99716e-05    0.011445 0.00719498
2841000 -0.00026833    0.00105345 5.05588e-05
2842000 0.00205905    -0.00195613 0.00759369
2843000 -0.00155753    -0.00315506 0.0102417
2844000 0.000169863    0.0036422 0.0261359
2845000 0.00063363    0.0135646 0.0155574
2846000 -0.00102309    -0.00174865 0.00326918
2847000 -0.000132205    0.000973297 0.00736054
2848000 -0.000586897    0.000121965 0.0157893
2849000 -0.000454728    0.00563245 -0.00398852
2850000 0.000765498    0.00333644 0.0124734
2851000 0.0006928    0.00599004 -0.00232523
2852000 -0.000765254    -0.0038794 0.0230835
2853000 -0.00183774    -0.00277322 0.0179494
2854000 -0.000267711    0.00157521 0.0104042
2855000 -0.000229168    -0.00630212 0.00341831
2856000 0.00216611    0.0155425 0.0135141
2857000 -0.000424351    0.020697 0.0156176
2858000 -0.000139026    0.0101627 0.0103656
2859000 -0.0014092    0.0150323 4.40098e-05
2860000 -0.00242011    0.0211341 0.00375844
2861000 0.000227002    0.00481877 0.00126328
2862000 -0.00220781    0.00755057 0.0119556
2863000 0.000381751    0.00143674 0.0127029
2864000 0.000396153    0.00823891 0.000972532
2865000 -0.000259826    -0.0060337 0.00115344
2866000 0.000306478    0.00786321 0.00257184
2867000 -0.000803496    0.00207897 0.0100711
2868000 0.00194295    0.000677399 0.00308481
2869000 0.00142282    0.0053091 0.00203306
2870000 6.77883e-05    0.00446297 -0.00192708
2871000 -0.000203223    0.00329133 0.015411
2872000 0.000237753    0.030226 -0.00851109
2873000 -0.00118024    -0.00300668 -0.000566362
2874000 0.000360672    0.0215058 0.00753739
2875000 -0.00096722    0.0229665 -0.00604626
2876000 -0.00113892    0.00393042 0.00812325
2877000 -0.000118169    -0.00492508 0.00801731
2878000 0.000762255    0.00702024 0.0045707
2879000 0.00111463    0.00219798 -0.00889192
2880000 0.000678467    0.00786657 0.0120172
2881000 -0.000167455    0.00612972 -0.00181519
2882000 4.42629e-06    0.026654 0.0214211
2883000 -0.00023963    0.00146445 0.0172895
2884000 0.000665813    -0.00201281 0.00949167
2885000 -0.00014475    0.00404408 -0.00447932
2886000 0.00108083    0.0123093 0.00449897
2887000 0.000285484    0.0103759 0.00622817
2888000 0.000916408    -0.0010115 -0.000309086
2889000 0.00174163    0.00813552 0.0189839
2890000 7.82686e-05    0.00581165 0.00483429
2891000 0.00123155    0.00265357 -0.0013637
2892000 0.000809546    0.0105878 -0.0030777
2893000 0.000492115    0.00421064 -0.00492686
2894000 -0.00151225    0.0142118 0.00445631
2895000 -9.02204e-05    0.0176362 0.000394469
2896000 0.000819299    -0.00391548 0.000268083
2897000 0.00245887    0.0102218 -0.00248719
2898000 0.000974388    -0.00236678 -0.0025862
2899000 -0.000896136    0.0283916 0.00359744
2900000 -0.000267561    -0.000411056 0.00452154
2901000 -0.000471265    0.00120159 -0.000818884
2902000 -0.000593002    -0.00723491 -0.00182191
2903000 -0.000303117    -0.00858557 0.00386076
2904000 0.00123736    0.00150941 -0.000889746
2905000 -2.08664e-05    -0.00485712 0.0028275
2906000 0.000889638    0.00859392 0.00256554
2907000 -0.0012233    0.00391475 0.00344454
2908000 -6.84036e-05    0.00405965 0.00177877
2909000 0.00065536    0.00910972 -0.000274181
2910000 0.00119692    -0.00703872 0.00249436
2911000 0.000930988    0.00248718 0.00378766
2912000 -0.000271804    -0.00153397 -0.00391048
2913000 -0.000453253    -0.000907068 -0.0019754
2914000 0.00107598    -0.00525209 0.000956896
2915000 -0.000613589    0.00136528 -0.000667207
2916000 2.30328e-05    -0.00343413 0.0182725
2917000 -0.000260306    0.00318953 0.00689236
2918000 0.000766448    -0.00255334 0.00223544
2919000 -0.00113171    -0.00182171 -0.00100238
2920000 0.000349275    -0.000493263 0.00281455
2921000 0.000609193    0.000778591 0.00216253
2922000 -0.0010233    -0.00431622 8.25116e-05
2923000 0.000475372    0.00491838 -0.00111372
2924000 -0.000966465    0.00412261 -0.00563096
2925000 -0.00272677    0.00601153 -0.000967595
2926000 0.000900075    0.00753771 -0.000822534
2927000 0.00023134    0.016401 0.00115673
2928000 0.000210147    0.00685301 0.0018509
2929000 -0.00036605    0.021608 -0.00158279
2930000 -0.00087797    0.00418936 0.000563695
2931000 0.000238172    0.0147856 0.00115786
2932000 0.00109752    0.00300043 0.000116874
2933000 0.000500006    0.023289 0.00196109
2934000 -0.000314691    0.0243043 -0.00122587
2935000 -0.00160474    0.0146429 0.000165728
2936000 0.000434947    0.00304155 0.00360716
2937000 0.000834875    0.0268396 -0.00374077
2938000 -0.000260456    0.00303659 -0.00189064
2939000 0.00172056    0.00310035 0.00113281
2940000 0.0010215    -9.8354e-05 -0.00282349
2941000 -0.000569323    -0.00229734 0.00124944
2942000 0.00067567    0.00380292 0.00390884
2943000 0.000503174    0.00363683 0.000482657
2944000 0.000511432    0.0156809 -0.00362899
2945000 0.000143839    0.0123625 0.000687015
2946000 0.000489915    0.0018173 0.00256495
2947000 0.000281314    0.0323342 0.000746319
2948000 -0.00137378    0.00954118 0.00103131
2949000 -0.000752398    0.00524436 -0.000573184
2950000 0.000659159    0.00426595 -0.000260986
2951000 0.000220392    0.000247457 0.00137239
2952000 0.00169885    0.0158453 0.0031644
2953000 0.000689048    0.0102788 0.00219732
2954000 -0.000823211    0.0138593 0.00360398
2955000 -0.000187656    -0.000368518 0.00338576
2956000 0.00035729    0.012447 -0.00122151
2957000 0.000539235    0.00410824 0.0020198
2958000 0.000393285    5.11996e-05 -0.00706876
2959000 0.000837258    -0.000223641 -0.000726929
2960000 -0.000479294    0.0069362 -0.00148431
2961000 -0.00101341    0.00166439 0.00299513
2962000 -0.000164926    0.00479063 -0.00424788
2963000 0.000562936    0.0131111 -0.000186891
2964000 0.00053279    -0.000596589 0.0049488
2965000 -0.000103648    0.0133485 0.00129444
2966000 0.000141667    -0.00235217 0.00288248
2967000 0.000489427    0.0142518 0.00334659
2968000 0.000896919    0.0092698 0.000968304
2969000 -0.00129151    0.00656226 -0.00179639
2970000 0.000470526    -0.00612127 0.00444322
2971000 -8.03134e-05    -9.0861e-05 -0.000850767
2972000 0.000472658    -0.00109704 0.000525031
2973000 0.00211852    -0.00286625 -0.00126607
2974000 -0.00141213    0.00389815 -0.000114809
2975000 -0.000410056    -0.000397042 -7.60897e-05
2976000 0.000443592    0.000633921 -0.00157977
2977000 0.000749923    0.00171741 0.000652793
2978000 -0.000521305    0.000707 0.00143846
2979000 0.000128532    0.000347136 -0.000632536
2980000 9.10569e-05    0.000740652 0.00158851
2981000 -0.000147671    -0.00319104 -0.000825577
2982000 0.000204119    0.00280313 -0.000247881
2983000 -0.000462388    -0.00414945 -0.000660246
2984000 -0.00192311    -0.00234182 0.000761186
2985000 0.0010204    0.00949452 0.00107062
2986000 -0.000409687    -0.00077252 0.0034211
2987000 9.59319e-05    0.00245737 -0.00149838
2988000 -0.00128177    0.00544954 -0.00286596
2989000 0.000587209    0.00407429 0.000177107
2990000 0.0014708    0.00313096 0.00281126
2991000 0.000379404    0.0097996 -0.000468302
2992000 -0.000367967    0.00997733 -0.000204666
2993000 0.000685029    -0.000113788 -0.000619315
2994000 0.00274342    -0.00310785 0.00341104
2995000 -7.69009e-05    0.000802889 0.00169028
2996000 0.000558846    0.00920819 -0.00116969
2997000 1.97311e-05    0.0139631 0.0003484
2998000 0.000594222    -1.39241e-06 -0.000784882
2999000 0.00236776    0.00558099 -0.00221698
3000000 0.000566116    -0.000384925 0.00299864
3001000 -0.000436356    -0.0084574 -0.0027806
3002000 -0.000929517    0.00974557 -0.00489221
3003000 0.000381903    0.00467164 -0.000842858
3004000 -0.00040324    0.00647581 -0.0003264
3005000 0.000399991    0.00589795 -0.00258963
3006000 0.000263297    0.00948967 0.000144446
3007000 -0.000140864    0.00191729 -0.0015978
3008000 -0.000206124    0.00190443 0.000651535
3009000 0.00106536    0.00447161 -0.00351063
3010000 5.99846e-05    0.0106697 0.00232991
3011000 -0.000478781    0.0124893 -0.00215155
3012000 -0.000410866    -0.00670581 -0.000473731
3013000 -0.000682426    0.0230644 -0.000105123
3014000 -3.32325e-05    0.0260939 -0.0036221
3015000 0.00122686    0.00798759 -0.00047712
3016000 5.66156e-05    0.0137211 0.0039431
3017000 -0.000127054    -0.000992235 0.00107718
3018000 -0.000747305    0.0155596 0.00110959
3019000 -0.000429699    0.0215607 -0.00426841
3020000 -0.00122694    0.0102002 -0.00123171
3021000 -0.00123206    0.002058 0.000432561
3022000 0.000921821    0.00221728 0.000475673
3023000 0.000159834    -0.00942946 0.0021944
3024000 0.00115842    0.0196036 -0.000875236
3025000 -0.000716575    0.0154357 0.00174356
3026000 -0.000224109    -0.00390524 8.23549e-06
3027000 -0.000979103    0.0107785 -0.00164618
3028000 0.000252654    0.0113319 -0.000406321
3029000 -0.000423052    0.0112231 -0.00143801
3030000 0.00123909    0.00212057 -0.00138299
3031000 0.000442661    0.00746178 0.00101111
3032000 -0.000516443    0.0172392 0.00144888
3033000 0.00128455    -0.00268923 0.00206118
3034000 -4.10244e-05    0.0026812 -0.00159567
3035000 0.000259486    0.00995418 0.00148798
3036000 6.96554e-05    0.0255192 -0.00231131
3037000 -0.000123851    0.0027602 -0.00173418
3038000 0.000364707    0.00741288 -0.00181248
3039000 -4.3522e-05    0.00729376 0.000567491
3040000 -0.00107486    0.0190517 0.00151076
3041000 -0.00164367    -0.00307923 -0.00075369
3042000 -0.000529443    0.0193002 0.00133607
3043000 -0.000761422    0.0127169 -0.00169345
3044000 -0.000593109    0.0253965 -0.000340145
3045000 0.000305096    0.00896373 -0.000919864
3046000 -0.000569864    0.00474804 -0.00196433
3047000 -0.000306843    0.00369978 0.000307337
3048000 -0.00172636    0.00380564 0.00145758
3049000 -0.00054845    0.0156994 0.000275685
3050000 0.000650866    0.0174296 -0.000412892
3051000 -0.00054734    0.0228535 0.00303444
3052000 -0.000653341    0.00421621 -0.00248581
3053000 -0.000216683    0.00679145 -2.35102e-05
3054000 0.00121142    0.00823618 0.000542812
3055000 -0.000534814    0.00112912 0.00194908
3056000 0.000671195    -0.00352105 -0.00129506
3057000 -0.000570369    0.0152842 -0.000393654
3058000 -0.00027607    0.00594939 -0.00127855
3059000 0.000708129    0.00971135 -5.77999e-05
3060000 0.00121315    0.00441833 0.000533415
3061000 -4.04479e-05    0.00426947 0.00100138
3062000 0.000875129    -0.00293174 -0.000918545
3063000 -9.09117e-05    0.00463498 -0.00033254
3064000 0.000257814    0.000812265 0.000559201
3065000 0.000814542    0.0237273 -0.000761425
3066000 2.55645e-05    0.00332123 -0.000114659
3067000 -0.000347999    0.00128985 0.00116645
3068000 0.000219822    0.0258708 -0.000884973
3069000 -0.00077279    0.022604 0.00138467
3070000 9.65333e-05    -0.00400429 -0.000974687
3071000 8.37089e-05    0.0229348 -0.000862809
3072000 0.00118488    0.0139621 0.000141515
3073000 0.00126969    0.0281366 0.000746112
3074000 -0.000206949    -0.00322902 -0.00104535
3075000 0.00043977    0.00909604 -0.000350798
3076000 0.000163336    0.00237224 0.00103056
3077000 -0.000253484    0.00707881 0.000372299
3078000 0.000794591    0.00905907 -0.000886154
3079000 0.000234061    0.00133552 -0.000303629
3080000 0.00100721    0.00354907 -0.00143763
3081000 0.000601677    -0.00374416 0.00208589
3082000 -0.000690122    0.0219769 -0.001369
3083000 0.00023726    0.0129647 0.000657809
3084000 0.000706817    0.0123083 -0.0013734
3085000 -0.000165531    0.00677738 4.45675e-05
3086000 0.000165667    0.0169352 -0.00205004
3087000 -0.000431598    0.00647151 0.00113229
3088000 2.92182e-05    0.00197858 -0.000401388
3089000 -0.000124744    -0.000683119 0.00138061
3090000 0.000711083    0.00754336 -0.000485261
3091000 0.000415381    0.0134635 -0.00108659
3092000 -5.45035e-05    0.0213409 0.00161392
3093000 -0.00113722    0.0127221 0.00118807
3094000 0.000899395    -0.000730475 0.000800555
3095000 -5.7297e-05    0.0207614 0.000359952
3096000 0.00129756    0.015763 0.000396409
3097000 1.17283e-05    0.010827 0.000249207
3098000 0.000310218    -0.00324767 0.000669023
3099000 -0.000457723    0.00835416 -0.000728219
3100000 0.00176407    -0.00412021 0.0168973
3101000 1.13344e-05    -0.00318246 -0.000400866
3102000 0.00178691    -0.00526743 0.000200537
3103000 -8.30477e-05    0.000828304 -0.000458224
3104000 -0.000998067    0.0102692 -9.82392e-06
3105000 0.000100551    0.000613538 0.000743019
3106000 -0.000748926    0.00657152 0.00064647
3107000 6.97869e-05    0.0021089 0.00128368
3108000 -0.000598293    0.00168201 0.000852331
3109000 2.27042e-05    -0.0106063 0.00110982
3110000 -8.14919e-05    -0.000407458 -6.86713e-05
3111000 -0.00070988    0.00619829 0.0014732
3112000 -0.000933296    0.0012455 -0.000232213
3113000 -0.000158542    0.00100075 -0.000447509
3114000 5.641e-05    -0.0026402 0.00158959
3115000 -0.000181261    -0.00562401 0.000349969
3116000 0.000524514    -0.00461109 -0.00111008
3117000 0.000544591    0.0023035 0.000379861
3118000 0.0005709    0.000743319 -0.00207336
3119000 0.00111212    -0.00495052 -0.00132531
3120000 -0.000232732    -2.06177e-05 0.00259544
3121000 0.000197592    -0.000234524 -0.000303093
3122000 0.000148477    0.00302844 -3.26128e-05
3123000 -0.000275561    -0.00502959 -4.81699e-05
3124000 -0.000530557    0.00334112 -0.000357618
3125000 -0.000276488    -0.00118938 0.00225866
3126000 0.000289638    -0.003156 0.000741357
3127000 -0.000177852    0.00617211 0.000523109
3128000 -0.000632104    -0.000364846 0.000115127
3129000 -0.000520017    -0.00070885 0.00100231
3130000 -0.000996604    0.00280086 -0.000701971
3131000 0.000216923    0.000547111 -0.00148222
3132000 -0.000942496    -0.0017948 0.000528916
3133000 0.00134265    -0.000498957 -0.0021545
3134000 0.000675049    -0.00282118 -0.00122972
3135000 -0.000863388    -0.00191097 -0.00168556
3136000 0.000414549    -0.00485026 0.000715057
3137000 0.000372387    -0.00107335 -0.00158847
3138000 -0.000323937    0.00182924 0.00102692
3139000 1.76265e-05    0.00440989 -0.000175301
3140000 -0.000471936    -0.00441818 0.00281364
3141000 0.000173103    0.000577649 0.000998943
3142000 -0.000667556    0.00482714 0.00154973
3143000 -0.000373889    -0.00533248 0.00120453
3144000 0.000232081    0.0166354 3.29687e-06
3145000 0.000457716    -0.00696669 -0.00152377
3146000 -0.0010724    0.00563311 0.000435004
3147000 0.000135091    0.0275261 0.00210893
3148000 0.000845565    0.000916618 -0.000283789
3149000 0.000139931    -0.00846199 -0.00109298
3150000 -0.000248454    -0.000549717 0.00135962
3151000 -0.000385122    0.00189343 0.00307311
3152000 -0.000186694    0.0084171 0.00149254
3153000 -0.00016057    0.00856495 -0.000169619
3154000 0.000401586    0.0129819 -0.0015076
3155000 -0.000697008    0.00959399 -0.000433221
3156000 0.000545374    0.0132986 -0.000601431
3157000 0.00027447    0.000654052 0.00140087
3158000 -0.000174407    0.0108334 0.000211288
3159000 7.99306e-05    0.0142883 0.000809485
3160000 0.00118544    0.0198093 0.000976549
3161000 0.000646395    -0.000167265 0.000635628
3162000 -8.41788e-05    0.00635529 0.00217346
3163000 -0.000583229    0.0103273 3.28304e-05
3164000 -0.00117231    0.00134081 -0.000104469
3165000 -5.14561e-05    0.0333578 -0.000687119
3166000 -0.000828782    0.0267808 0.00117761
3167000 0.000165138    -0.0108988 -0.000495462
3168000 0.000215358    0.0306546 0.000846821
3169000 -0.000364406    0.00596998 0.000751943
3170000 0.000425785    -0.00204936 -0.000446397
3171000 0.000215497    -0.00488518 -0.0026928
3172000 -0.000122566    0.00293666 -0.000124865
3173000 -0.000430762    -0.00297678 -0.00251042
3174000 0.000310022    0.0177386 -0.000692329
3175000 0.000209754    0.00697466 -0.00201243
3176000 4.12639e-05    0.013152 -0.000971567
3177000 -0.000607464    0.000998087 0.000698388
3178000 -0.000253548    0.00129397 0.00127372
3179000 -0.00121186    0.00713971 0.000409874
3180000 -0.000742361    0.0151962 -0.00100712
3181000 -0.00144647    0.00758735 0.00117126
3182000 0.000978564    0.00255596 0.000345279
3183000 0.000184188    0.00422955 0.000580274
3184000 -0.000254437    -0.0047519 0.000413255
3185000 3.56209e-05    0.00240854 0.00190737
3186000 -0.000795529    0.0025844 1.39393e-05
3187000 -0.000202221    -0.00955758 -0.000937804
3188000 0.000137375    -0.00383933 -0.00142647
3189000 0.000599608    -0.00156767 -0.000461646
3190000 4.91027e-05    -0.00140771 -0.00162486
3191000 -0.000284834    0.002463 -0.000219767
3192000 0.000619092    0.00361954 -0.00130866
3193000 0.000267525    0.00101774 -0.000592756
3194000 0.000152884    0.00102131 -0.00145457
3195000 -8.29816e-05    -0.000922231 0.00186002
3196000 -0.000151591    0.00267369 0.00116706
3197000 0.000272042    -0.00245556 -0.00018761
3198000 0.000151964    0.00643757 -0.000461055
3199000 -0.00030818    0.00146878 0.00103814
3200000 -0.0003049    0.0017274 0.00287971
3201000 -0.000502024    -0.000428415 0.00108885
3202000 0.000383459    0.0128339 0.0019309
3203000 0.000879854    -0.00611296 -0.000434069
3204000 0.000879988    0.0025273 -0.00137984
3205000 0.000175199    -0.000478553 -0.00263415
3206000 -0.000465273    0.00254093 -0.00047111
3207000 0.000438162    0.00783194 0.000577282
3208000 0.000351424    0.0172416 -0.00100982
3209000 -0.000105147    0.005851 -0.00192303
3210000 -0.000426316    0.00601214 -0.000262529
3211000 -1.60377e-05    0.0096727 0.0011891
3212000 0.000241814    -0.00095875 -0.000510315
3213000 0.000460671    0.00363843 -0.00108225
3214000 -0.000855596    0.00333262 0.000108981
3215000 -0.000308531    0.0122358 -0.000381317
3216000 0.00012014    0.00262826 -0.00079148
3217000 0.000162207    -0.00311632 0.000510296
3218000 0.00165358    0.013186 0.00035563
3219000 -0.000876024    -0.00414805 -0.000648617
3220000 -0.00133643    0.00418332 0.000454129
3221000 0.000264691    -0.0010199 0.000685257
3222000 0.000945616    0.0325117 -0.000105034
3223000 0.000978807    0.00780199 0.000401012
3224000 0.000384577    0.00339543 0.000890191
3225000 0.000393003    0.00452656 -0.00180696
3226000 0.00015933    -0.00353502 -0.000906661
3227000 -0.000726545    0.00770437 0.000598208
3228000 -0.000635524    0.00316507 -0.00147449
3229000 0.000778237    0.00378067 0.000975128
3230000 -6.17742e-05    0.00182508 -0.00142929
3231000 0.00103424    -0.00411708 0.00112967
3232000 0.000164896    0.0276918 0.00352042
3233000 -0.000327061    -0.000355865 -0.00103283
3234000 -0.000237485    0.0109795 0.000130937
3235000 0.000337485    0.0101028 0.00116202
3236000 0.000721567    0.00669449 0.00111743
3237000 0.000140019    0.0078646 0.000632308
3238000 0.000928469    -0.00574131 -0.000831674
3239000 -0.000604756    0.00256954 0.00161279
3240000 0.000411723    0.00726606 -0.001011
3241000 0.000454598    0.00342057 -0.000448298
3242000 -7.30694e-05    0.00192517 0.000499439
3243000 0.00102049    0.0138231 0.000358879
3244000 -0.000730837    0.011865 -0.00252636
3245000 0.000362517    -0.0042804 0.00191465
3246000 0.000212307    0.00572279 -0.00159249
3247000 0.000428615    7.69008e-05 0.00241725
3248000 0.000488575    -0.00393064 -0.000533244
3249000 0.000134295    -0.0029561 -0.00205128
3250000 -7.57527e-05    5.5988e-05 0.000854805
3251000 6.32293e-05    -0.00516004 -0.00071358
3252000 0.00082788    0.00439366 0.000501339
3253000 0.000519386    -0.00402425 -0.00266062
3254000 0.000652907    -0.0069215 -0.000190246
3255000 0.000453368    0.00534315 0.00020678
3256000 -0.000204379    0.000396423 -3.07409e-05
3257000 0.000728247    -0.00142224 -8.79654e-05
3258000 -0.000444585    0.00443127 -0.000384384
3259000 -0.00117264    0.000101242 -0.000530046
3260000 0.000333427    0.0050982 -0.0012726
3261000 -0.000524547    0.00197114 -0.00121632
3262000 0.00029805    0.00209419 -0.000205124
3263000 -0.000723929    0.0034344 -0.000895727
3264000 3.76101e-06    -0.00436101 0.000713726
3265000 0.00044308    -0.00241852 -0.000220499
3266000 0.00123185    -0.00204935 0.000240837
3267000 0.000115423    0.00249533 -0.000927246
3268000 -0.000744585    -0.00328329 -0.00139671
3269000 -0.000671928    0.00617983 -0.000438541
3270000 5.12508e-05    -0.00283568 0.000381825
3271000 2.76344e-05    -0.00079667 -0.000838811
3272000 0.000194921    0.00143071 -0.000987082
3273000 -0.00068861    -0.000930926 -0.00100941
3274000 -0.000396559    0.0002098 0.00168749
3275000 -0.000396338    0.000944141 -6.60091e-06
3276000 0.000713053    -0.00229097 0.00136436
3277000 5.91456e-05    -0.00231365 0.000918105
3278000 5.13331e-05    -0.00261979 -8.37495e-05
3279000 -0.000205762    0.00176412 0.000499378
3280000 -0.000885869    0.0006905 0.00173821
3281000 0.000833101    0.00185988 -0.00127601
3282000 0.000540307    -0.00150452 0.00148024
3283000 0.000114463    0.00413578 9.08589e-05
3284000 -0.000641909    -0.00142295 0.000338387
3285000 -0.00096273    -5.79485e-06 -3.50107e-05
3286000 7.61559e-05    0.0147726 0.000609793
3287000 0.000551077    0.00383213 0.00110016
3288000 -0.0011844    -0.00440979 0.000311302
3289000 -4.0292e-05    -0.00357352 -0.00019751
3290000 -0.000733097    0.00574684 0.00210026
3291000 7.44674e-06    -0.00757907 0.000968309
3292000 -0.000443509    0.00153653 -0.00117971
3293000 -3.85773e-05    0.000119974 -0.00112518
3294000 -1.40087e-05    -0.00162716 -0.000428599
3295000 -0.000279741    -0.00188146 0.00100627
3296000 -0.000872183    -0.00231304 4.36395e-05
3297000 0.000345848    0.00254389 -0.00152167
3298000 0.000811903    -0.00172112 0.00115821
3299000 -0.000784445    -0.000286322 0.00086598
3300000 0.000831838    0.00130741 0.000113355
3301000 -0.000296827    -0.00115636 -0.000484215
3302000 0.00019673    -0.000847588 0.000616161
3303000 -0.000404286    0.000136664 -9.66962e-05
3304000 -0.00137185    0.00350215 -0.000511027
3305000 -0.000350265    -0.00138343 -0.000541362
3306000 0.00129579    0.0045761 0.000487166
3307000 -0.000412952    0.00253181 -0.000315881
3308000 -0.000561147    -0.0015046 0.000188317
3309000 0.000162426    -0.000356694 -0.000479439
3310000 0.00105602    -0.00038034 -0.000249158
3311000 -0.000259526    -0.00153716 -0.000518461
3312000 -2.28532e-05    -0.000566313 -0.000873921
3313000 -0.000182988    -0.000249784 -0.00136853
3314000 0.000352882    -0.00134995 0.000349862
3315000 4.07676e-06    0.00132226 -0.00122158
3316000 -0.000160356    0.000944671 -8.04004e-05
3317000 0.000751816    -0.000940409 0.000249249
3318000 -0.0010952    0.000198946 -0.000148375
3319000 0.000312739    0.00025373 -9.85585e-05
3320000 -0.000549782    7.84041e-05 -0.00056059
3321000 -0.000383971    0.00952899 0.000707128
3322000 0.000300752    -0.000626595 -0.000145895
3323000 -0.000571356    -0.000543177 -0.000689958
3324000 3.86627e-05    0.000291239 0.000736219
3325000 -0.000832824    -0.00104643 0.00106343
3326000 -0.00104181    0.000233321 0.00202832
3327000 3.21091e-05    0.00319882 -2.87838e-05
3328000 -0.000508752    -0.00062706 -0.000194973
3329000 -1.56365e-05    -0.00154196 0.000363292
3330000 -0.000769304    -0.00148051 0.000604537
3331000 -0.0010445    -0.000821144 0.000342746
3332000 0.000373471    -0.000723529 -0.000365347
3333000 0.000146921    0.000506071 -0.000208783
3334000 -0.000285251    -0.000171433 0.000295002
3335000 -0.000214331    -0.000287088 -0.000969778
3336000 -0.000113795    0.000158637 -0.000972306
3337000 0.00086334    0.00208105 0.000191883
3338000 -0.000326173    0.000598042 -3.35038e-05
3339000 -0.000126639    0.000554929 -0.00161616
3340000 0.000345476    0.000582376 0.000818299
3341000 -1.13448e-05    0.00144757 0.000474433
3342000 0.00021679    0.00300266 0.000714859
3343000 0.000394552    -0.00314618 -0.00102653
3344000 -2.98274e-08    0.00405019 -0.00162674
3345000 0.000837278    0.000787207 0.000184213
3346000 0.000490562    -0.00187777 5.0547e-05
3347000 -8.05324e-05    0.00128316 -0.000372623
3348000 -0.000158672    -0.000712388 0.000248467
3349000 0.000526861    -0.000772752 0.000879388
3350000 0.000144041    -0.00150433 6.79971e-06
3351000 -0.000166466    -0.000789587 0.000744615
3352000 0.000301863    -0.000799014 -0.0009057
3353000 -0.000931743    0.00297649 -0.00059009
3354000 -0.000365351    -0.00493 0.000922971
3355000 8.06048e-05    0.00243979 0.000594954
3356000 -0.000643567    0.0065472 6.52069e-06
3357000 0.000467847    -0.00129341 -0.000494884
3358000 7.73106e-05    0.000300653 7.0321e-05
3359000 0.000296771    0.00196607 2.35488e-05
3360000 -0.000632033    -0.000791366 0.000667602
3361000 -0.000106293    0.001742 -0.0015355
3362000 0.000149626    -0.00404157 0.00084201
3363000 0.000281476    0.000832072 -0.00010762
3364000 9.07505e-05    0.0131148 -0.000184831
3365000 -0.000832413    -0.00499932 -0.000412089
3366000 0.000532117    0.017035 -0.00078817
3367000 0.000987772    0.0335326 0.000460096
3368000 -0.000823825    0.00641084 -0.00028419
3369000 6.80111e-05    0.0273952 -0.000957448
3370000 -0.000459697    -0.0036308 -0.000176198
3371000 0.000776226    -0.00549911 -0.00163218
3372000 -0.000678293    0.0022985 -7.19011e-05
3373000 -0.000321382    0.000173559 -0.000362191
3374000 0.000569235    0.0089003 -0.00235021
3375000 -9.56679e-05    0.00115181 0.000616384
3376000 -0.000637067    -0.000942569 -0.00040361
3377000 -0.00033951    0.00422595 -0.000964691
3378000 -0.000127196    0.0060329 0.000289701
3379000 -0.000554471    0.0125279 0.000783367
3380000 8.40362e-06    -0.0084795 0.001344
3381000 -6.24572e-05    0.0219488 0.00158838
3382000 0.000652447    0.000792379 -0.000587449
3383000 0.000733945    0.0171061 0.00226835
3384000 -2.15027e-05    -0.00881747 0.000165087
